,4dwm,acroread,aout,arch,as,as1,awk,basename,bc,cat,cc1,cfe,chmod,col,compress,cpp,date,download,driver,dvips,emacs20,endsessi,enscript,env,ex,expr,faces,fifo,file,find,finger,ftp,gcc,generic,gethost,getopt,getpgrp,gettxt,grep,gs,hostname,hpost,id,ispell,kill,ksh,last,launchef,lcc,ld,ld_,less,ln,lock,lp,lpr,ls,mail,make,man,maplesy,mapletty,mediamai,metamail,mkdir,mkpts,more,moviepla,mplotcha,mplotps,mplotx11,nawk,neqn,netscape,netstat,nm,nroff,passwd,pine,post,postprin,ppost,pq,pr,ps,q_eg,q_egtest,q_test,quota,rcc,reaper,rlogin,rm,rmdir,rsh,sed,sendmail,setup,sh,shownona,showps,sleep,ssh,stty,tail,tar,tbl,tcpostio,tcppost,tcsh,tellwm,telnet,toolches,touch,tput,tr,true,tset,tty,ugen,uname,unlock,unpack,unzip,userenv,virtex,wait4wm,whoami,xauth,xbiff,xclock,xconfirm,xdm,xdvi,xdvirea,xhost,xinitrc,xprop,xrdb,xrn,xset,xsetroot,xterm,xwsh,User,Segment,Label
133,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,10,0,0,1,0,2,0,0,0,0,0,0,3,3,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,6,2,1,0,4,0,2,0,11,133,2
134,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,8,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,2,0,7,0,0,0,0,0,2,2,1,0,1,0,0,0,0,1,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,6,0,19,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,134,2
135,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,2,0,3,2,2,0,0,0,15,1,2,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,4,4,4,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3,0,0,4,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,135,2
136,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,2,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,8,0,0,6,0,0,0,0,3,0,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,7,0,0,1,0,1,0,0,0,4,1,0,3,1,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,2,2,1,0,1,0,2,0,11,136,2
137,2,0,0,6,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,2,0,0,2,0,0,1,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,4,6,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,12,1,2,0,7,0,4,0,11,137,2
138,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,26,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,11,138,2
139,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,6,2,1,0,4,0,1,0,11,139,2
140,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,13,0,0,0,0,1,0,0,0,0,0,0,3,6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,2,0,11,140,2
141,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,6,0,14,0,0,2,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,8,0,2,0,5,0,0,0,11,141,2
142,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,10,0,0,1,0,2,0,0,0,0,0,0,3,3,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,6,2,1,0,4,0,2,0,11,142,2
143,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,2,0,2,1,2,0,0,0,11,1,2,1,0,2,0,2,0,2,0,0,0,0,2,0,0,0,0,3,2,3,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,20,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,3,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,143,2
144,0,0,0,1,0,0,2,0,0,6,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0,10,1,1,1,0,1,0,3,0,1,0,0,1,0,2,0,0,0,0,2,2,2,0,4,0,0,0,3,0,0,0,1,0,0,0,0,1,4,3,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,3,0,0,0,0,1,0,0,0,4,1,0,0,1,0,0,0,0,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,144,2
145,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,9,1,0,1,8,0,0,5,0,0,0,0,4,0,2,0,0,0,0,2,2,1,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,2,0,0,3,0,0,0,0,0,0,0,0,4,1,0,3,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,2,0,0,0,0,3,0,11,145,2
146,0,0,2,4,1,0,0,0,0,4,2,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,6,0,0,0,0,5,0,10,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,7,0,2,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,4,0,0,0,11,146,2
147,0,0,8,0,7,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,147,2
148,0,0,8,0,8,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,148,2
149,0,0,7,0,7,0,0,0,0,0,9,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,149,2
